Locus tag,in cgMLST ?,Length,EC number,KO number,Gene Name,Function,N_allele,CDS,Pseudogene,missing,% presence,% pseudogenes,,,,
STMMW_04391,cgMLST,1170,2.3.3.5,K01659,prpC,2-methylcitrate synthase,672,3130,11,3,100%,0%,,,,
STMMW_04401,cgMLST,1452,4.2.1.79,K01720,prpD,2-methylcitrate dehydratase,793,3141,1,2,100%,0%,,,,
STMMW_04411,cgMLST,1887,6.2.1.17,K01908,prpE,propionate--CoA ligase,875,3086,44,14,100%,1%,,,,
STMMW_04421,cgMLST,975,4.2.1.24,K01698,hemB,delta-aminolevulinic acid dehydratase,538,3142,0,2,100%,0%,,,,
STMMW_04441,cgMLST,624,,,yaiV,transcriptional regulator,358,3069,28,47,99%,1%,,,,
STMMW_04451,cgMLST,1131,3.4.-.-,K18988,ampH,D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH,628,3135,4,5,100%,0%,,,,
STMMW_04461,cgMLST,1119,,K17938,sbmA,microcin B17 transporter,657,3126,13,5,100%,0%,,,,
STMMW_04471,cgMLST,1095,,,yaiW,putative lipoprotein,685,3128,13,3,100%,0%,,,,
STMMW_04481,cgMLST,309,,,yaiY,Inner membrane protein yaiY,144,3135,8,1,100%,0%,,,,
STMMW_04491,cgMLST,216,,,yaiZ,membrane protein,176,3139,4,1,100%,0%,,,,
STMMW_04501,cgMLST,1095,6.3.2.4,K01921,ddlA,D-alanine--D-alanine ligase A,600,3113,30,1,100%,1%,,,,
STMMW_04511,cgMLST,714,,,,extensin,593,3057,86,1,100%,3%,,,,
STMMW_04521,cgMLST,1212,,K08161,mdtG,multidrug efflux transporter,664,3070,69,5,100%,2%,,,,
STMMW_04531,cgMLST,267,,,yaiB,anti-RssB factor,74,3142,1,1,100%,0%,,,,
STMMW_04541,cgMLST,321,,,psiF,Phosphate starvation-inducible protein PsiF,252,3129,14,1,100%,0%,,,,
STMMW_04551,cgMLST,1113,2.7.7.65,K18968,adrA,diguanylate cyclase AdrA,669,3067,73,4,100%,2%,,,,
STMMW_04561,cgMLST,810,1.5.1.2,K00286,proC,pyrroline-5-carboxylate reductase,514,3140,3,1,100%,0%,,,,
STMMW_04571,cgMLST,456,,K09768,yaiI,hypothetical protein,342,3069,69,6,100%,2%,,,,
STMMW_04581,cgMLST,546,2.7.1.71,K00891,aroL,shikimate kinase II,306,3136,7,1,100%,0%,,,,
STMMW_04591,cgMLST,192,,,yaiA,hypothetical protein,83,3143,0,1,100%,0%,,,,
STMMW_04601,cgMLST,678,,K14591,aroM,AroM family protein,350,3117,26,1,100%,1%,,,,
STMMW_04611,cgMLST,285,,K09913,yaiE,DUF1255 Cytoplasmic protein YaiE,219,3134,7,3,100%,0%,,,,
STMMW_04621,cgMLST,912,,K03554,rdgC,putative exonuclease involved in removal of stalled replication fork,457,3142,1,1,100%,0%,,,,
STMMW_04631,cgMLST,909,2.7.1.4,K00847,yajF,ROK family Glucokinase,577,3077,49,18,99%,2%,,,,
STMMW_04641,cgMLST,1173,,K08156,araJ,transmembrane efflux protein,694,3014,124,6,100%,4%,,,,
STMMW_04651,cgMLST,3141,,K03546,sbcC,exonuclease subunit SbcC,1058,2991,143,10,100%,5%,,,,
STMMW_04661,cgMLST,1203,,K03547,sbcD,exonuclease sbcCD subunit D,707,3131,11,2,100%,0%,,,,
STMMW_04671,cgMLST,690,,K07657,phoB,two-component system response regulator,365,3143,0,1,100%,0%,,,,
STMMW_04681,cgMLST,1296,2.7.13.3,K07636,phoR,two-component system sensor histidine kinase PhoR,669,3141,2,1,100%,0%,,,,
STMMW_04691,cgMLST,1320,,K03311,brnQ,branched-chain amino acid transport system 2 carrier protein BrnQ,616,3128,3,13,100%,0%,,,,
STMMW_04701,cgMLST,1371,,K11736,proY,proline-specific permease ProY,643,3109,11,24,99%,0%,,,,
STMMW_04711,cgMLST,1818,3.2.1.20,K01187,malZ,maltodextrin glucosidase,889,3100,36,8,100%,1%,,,,
STMMW_04721,cgMLST,603,1.11.1.15,K03386,tsaA,peroxiredoxin,315,3143,0,1,100%,0%,,,,
STMMW_04731,cgMLST,582,3.1.4.14,K08682,yajB,ACP phosphodiesterase,317,3140,3,1,100%,0%,,,,
STMMW_04741,cgMLST,1065,2.4.99.17,K07568,queA,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,592,3094,49,1,100%,2%,,,,
STMMW_04751,cgMLST,1128,2.4.2.29,K00773,tgt,tRNA-guanine(34) transglycosylase,542,3141,2,1,100%,0%,,,,
STMMW_04761,cgMLST,333,,K03210,yajC,preprotein translocase subunit YajC,57,3143,0,1,100%,0%,,,,
STMMW_04771,cgMLST,1848,,K03072,secD,SecD,714,3143,0,1,100%,0%,,,,
STMMW_04781,cgMLST,972,,K03074,secF,"preprotein translocase subunit SecF, partial",413,3142,0,2,100%,0%,,,,
STMMW_04811,cgMLST,348,,,yajD,HNH endonuclease,216,3136,3,5,100%,0%,,,,
STMMW_04831,cgMLST,864,,K05517,tsx,nucleoside channel; receptor of phage T6 and colicin K,392,3141,2,1,100%,0%,,,,
STMMW_04841,cgMLST,540,,,yajI,Putative outer membrane lipoprotein,387,3134,7,3,100%,0%,,,,
STMMW_04851,cgMLST,450,,K07738,nrdR,NrdR family transcriptional regulator,113,3142,0,2,100%,0%,,,,
STMMW_04861,cgMLST,1104,,K11752,ribD,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase,657,3137,0,7,100%,0%,,,,
STMMW_04871,cgMLST,471,2.5.1.78,K00794,ribH,"6,7-dimethyl-8-ribityllumazine synthase",155,3143,0,1,100%,0%,,,,
STMMW_04881,cgMLST,420,,K03625,nusB,N utilization substance protein B,112,3143,0,1,100%,0%,,,,
STMMW_04901,cgMLST,516,3.1.3.27,K01095,pgpA,phosphatidylglycerophosphatase A,361,3139,2,3,100%,0%,,,,
STMMW_04911,cgMLST,975,,,yajO,aryl-alcohol dehydrogenase W,670,3072,24,48,98%,1%,,,,
STMMW_04921,cgMLST,1863,2.2.1.7,K01662,dxs,1-deoxy-D-xylulose-5-phosphate synthase,756,3140,1,3,100%,0%,,,,
STMMW_04931,cgMLST,900,,K00795,ispA,geranyl transferase,411,3143,0,1,100%,0%,,,,
STMMW_04941,cgMLST,243,3.1.11.6,K03602,xseB,exodeoxyribonuclease VII small subunit,65,3143,0,1,100%,0%,,,,
STMMW_04951,cgMLST,1449,,K03151,thiI,tRNA 4-thiouridine(8) synthase ThiI,711,3143,0,1,100%,0%,,,,
STMMW_05031,cgMLST,591,,K03152,thiJ,oxidative-stress-resistance chaperone,464,3143,0,1,100%,0%,,,,
STMMW_05041,cgMLST,912,1.1.1.169,K00077,apbA,2-dehydropantoate 2-reductase,516,3131,9,4,100%,0%,,,,
STMMW_05051,cgMLST,510,,K09767,yajQ,N-(5'phosphoribosyl)anthranilate isomerase,206,3136,5,3,100%,0%,,,,
STMMW_05061,cgMLST,1350,,,yajR,putative MFS family transporter,722,3134,6,4,100%,0%,,,,
STMMW_05101,cgMLST,891,2.5.1.-,K02301,cyoE,protohaeme IX farnesyltransferase (haeme O biosynthesis),458,3143,0,1,100%,0%,,,,
STMMW_05111,cgMLST,330,,K02300,cyoD,cytochrome o ubiquinol oxidase subunit IV,70,3143,0,1,100%,0%,,,,
STMMW_05121,cgMLST,516,1.10.3.-,K02299,cyoC,cytochrome o ubiquinol oxidase subunit III,230,3140,3,1,100%,0%,,,,
STMMW_05131,cgMLST,1992,1.10.3.-,K02298,cyoB,cytochrome o ubiquinol oxidase subunit I,719,3143,0,1,100%,0%,,,,
STMMW_05141,cgMLST,957,1.10.3.-,K02297,cyoA,cytochrome ubiquinol oxidase subunit II,253,3142,1,1,100%,0%,,,,
STMMW_05151,cgMLST,1476,,K08218,ampG,AmpG family muropeptide MFS transporter,714,3140,2,2,100%,0%,,,,
STMMW_05161,cgMLST,633,,K07286,yajG,putative lipoprotein YajG precursor,346,3140,3,1,100%,0%,,,,
STMMW_05171,cgMLST,318,,K05527,bolA,BolA family transcriptional regulator,104,3116,27,1,100%,1%,,,,
STMMW_05181,cgMLST,1299,,K03545,tig,trigger factor,561,3139,4,1,100%,0%,,,,
STMMW_05191,cgMLST,624,3.4.21.92,K01358,clpP,ATP-dependent Clp protease proteolytic subunit,151,3143,0,1,100%,0%,,,,
STMMW_05201,cgMLST,1272,,K03544,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,558,3142,0,2,100%,0%,,,,
STMMW_05211,cgMLST,2355,3.4.21.53,K01338,lon,endopeptidase La,804,3142,1,1,100%,0%,,,,
STMMW_05221,cgMLST,273,,K03530,hupB,transcriptional regulator,59,3141,2,1,100%,0%,,,,
STMMW_05231,cgMLST,1872,5.2.1.8,K03770,cypD,peptidyl-prolyl cis-trans isomerase,767,3139,3,2,100%,0%,,,,
STMMW_05241,cgMLST,375,,K02237,comE1,competence protein ComEA,240,3135,7,2,100%,0%,,,,
STMMW_05251,cgMLST,399,3.1.2.-,K12500,ybaW,thioesterase,235,3135,8,1,100%,0%,,,,
STMMW_05261,cgMLST,696,6.3.4.20,K06920,ybaX,7-cyano-7-deazaguanine synthase QueC,458,3143,0,1,100%,0%,,,,
STMMW_05271,cgMLST,1701,,,ybaE,nickel ABC-type transport system,814,3067,75,2,100%,2%,,,,
STMMW_05281,cgMLST,819,3.6.1.-,K11938,cof,thiamin pyrimidine pyrophosphate hydrolase,488,3125,18,1,100%,1%,,,,
STMMW_05291,cgMLST,1056,2.5.1.47,K01738,cysK,putative cysteine synthase/cystathionine beta-synthase,641,3117,22,5,100%,1%,,,,
STMMW_05301,cgMLST,459,,K05800,ybaO,Putative HTH-type transcriptional regulator ybaO,225,3108,34,2,100%,1%,,,,
STMMW_05311,cgMLST,1773,,K18889,mdlA,multidrug ABC transporter permease/ATP-binding protein,790,3131,11,2,100%,0%,,,,
STMMW_05321,cgMLST,1782,,K18890,mdlB,multidrug ABC transporter permease/ATP-binding protein,859,3131,8,5,100%,0%,,,,
STMMW_05331,cgMLST,339,,K04752,glnK,nitrogen regulatory protein P-II 2,125,3143,0,1,100%,0%,,,,
STMMW_05341,cgMLST,1287,,K03320,amtB,putative ammonium transporter,688,3138,3,3,100%,0%,,,,
STMMW_05351,cgMLST,861,3.1.2.-,K10805,tesB,acyl-CoA thioesterase II,526,3137,2,5,100%,0%,,,,
STMMW_05361,cgMLST,570,,K09914,ybaY,glycoprotein-polysaccharide metabolism,290,3136,7,1,100%,0%,,,,
STMMW_05371,cgMLST,390,,K07443,ybaZ,putative methylated-DNA methyltransferase,292,3112,31,1,100%,1%,,,,
STMMW_05381,cgMLST,1551,,,ylaB,cyclic diguanylate phosphodiesterase,755,3120,23,1,100%,1%,,,,
STMMW_05401,cgMLST,141,,K02919,rpmJa,50S ribosomal protein L36,68,3143,0,1,100%,0%,,,,
STMMW_05411,cgMLST,471,,,ylaC,sigma70 family sigma factor YlaC,189,3127,8,9,100%,0%,,,,
STMMW_05421,cgMLST,552,2.3.1.79,K00661,maa,maltose O-acetyltransferase,342,3121,21,2,100%,1%,,,,
STMMW_05431,cgMLST,219,,K05839,hha,transcriptional regulator,61,3143,0,1,100%,0%,,,,
STMMW_05441,cgMLST,375,,K19162,ybaJ,Hha toxicity attenuator,119,3143,0,1,100%,0%,,,,
STMMW_05451,cgMLST,3150,,K18138,acrB,multidrug efflux RND transporter permease subunit,925,3133,9,2,100%,0%,,,,
STMMW_05461,cgMLST,1194,,K03585,acrA,MexE family multidrug efflux RND transporter periplasmic adaptor subunit,542,3137,4,3,100%,0%,,,,
STMMW_05471,cgMLST,654,,K03577,acrR,transcriptional regulator,279,3120,22,2,100%,1%,,,,
STMMW_05481,cgMLST,3363,,K05802,aefA,Potassium efflux system KefA protein,999,3127,16,1,100%,1%,,,,
STMMW_05501,cgMLST,168,,,ybaM,transposase,81,3089,54,1,100%,2%,,,,
STMMW_05511,cgMLST,516,,K04067,priC,Primosomal replication protein N prime prime,384,3040,102,2,100%,3%,,,,
STMMW_05521,cgMLST,378,,K09790,,putative membrane protein,239,3131,11,2,100%,0%,,,,
STMMW_05531,cgMLST,552,2.4.2.7,K00759,apt,adenine phosphoribosyltransferase,225,3142,1,1,100%,0%,,,,
STMMW_05541,cgMLST,1929,2.7.7.7,K02343,dnaX,DNA polymerase III subunit gamma/tau,758,3130,0,14,100%,0%,,,,
STMMW_05551,cgMLST,354,,K09747,ybaB,nucleoid-associated protein,133,3132,11,1,100%,0%,,,,
STMMW_05561,cgMLST,606,,K06187,recR,recombination protein RecR,336,3141,0,3,100%,0%,,,,
STMMW_05571,cgMLST,1899,,K04079,htpG,molecular chaperone HtpG,780,3138,4,2,100%,0%,,,,
STMMW_05581,cgMLST,645,2.7.4.3,K00939,adk,adenylate kinase,296,3144,0,0,100%,0%,,,,
STMMW_05591,cgMLST,963,4.99.1.1,K01772,hemH,ferrochelatase,575,3143,1,0,100%,0%,,,,
STMMW_05601,cgMLST,972,3.1.1.-,K01066,aes,acetyl esterase,699,3055,89,0,100%,3%,,,,
STMMW_05611,cgMLST,1305,2.7.1.73,K00892,gsk,inosine/guanosine kinase,617,3128,16,0,100%,1%,,,,
STMMW_05621,cgMLST,1677,,K03455,ybaL,Kef family K(+) transporter,745,3093,5,46,99%,0%,,,,
STMMW_05631,cgMLST,1221,,K08223,fsr,fosmidomycin resistance protein,687,3084,48,12,100%,2%,,,,
STMMW_05651,cgMLST,480,3.1.1.-,K03976,ybaK,aminoacyl-tRNA deacylase,312,3143,1,0,100%,0%,,,,
STMMW_05681,cgMLST,2502,3.6.3.54,K17686,copA,copper-exporting P-type ATPase A,981,3138,2,4,100%,0%,,,,
STMMW_05691,cgMLST,417,,K11923,cueR,heavy metal-responsive transcriptional regulator,192,3136,5,3,100%,0%,,,,
STMMW_05701,cgMLST,453,,K07340,ybbJ,nodulation efficiency protein D,281,3098,44,2,100%,1%,,,,
STMMW_05711,cgMLST,918,,,ybbK,paraslipin,511,3112,7,25,99%,0%,,,,
STMMW_05721,cgMLST,678,,K02068,ybbL,putrescine/spermidine ABC transporter ATP-binding protein,375,3138,4,2,100%,0%,,,,
STMMW_05731,cgMLST,780,,K02069,ybbM,iron export ABC transporter permease subunit FetB,457,3139,3,2,100%,0%,,,,
STMMW_05741,cgMLST,855,,K05838,ybbN,co-chaperone YbbN,553,3126,16,2,100%,1%,,,,
STMMW_05751,cgMLST,771,,,ybbO,Putative NAD(P)-dependent oxidoreductase EC-YbbO,485,3142,1,1,100%,0%,,,,
STMMW_05761,cgMLST,615,,K10804,tesA,"multifunctional acyl-CoA thioesterase I; also functions as protease I, lysophospholipaseL(I)",260,3141,2,1,100%,0%,,,,
STMMW_05771,cgMLST,687,,K02003,ybbA,"phosphonate ABC transporter ATP-binding protein, partial",361,3135,3,6,100%,0%,,,,
STMMW_05781,cgMLST,2415,,K02004,ybbP,sugar ABC transporter permease,935,3117,20,7,100%,1%,,,,
STMMW_05791,cgMLST,1134,,,,"outer membrane protein, partial",612,3046,40,58,98%,1%,,,,
STMMW_06011,cgMLST,1068,6.3.4.18,K01589,purK,phosphoribosylaminoimidazole carboxylase ATPase subunit,672,3136,7,1,100%,0%,,,,
STMMW_06021,cgMLST,510,5.4.99.18,K01588,purE,Phosphoribosylaminoimidazole carboxylase catalytic subunit,345,3141,3,0,100%,0%,,,,
STMMW_06031,cgMLST,723,3.6.1.54,K03269,lpxH,"UDP-2,3-diacylglucosamine hydrolase",552,3144,0,0,100%,0%,,,,
STMMW_06041,cgMLST,495,5.2.1.8,K03768,ppiB,peptidyl-prolyl cis-trans isomerase,232,3142,2,0,100%,0%,,,,
STMMW_06051,cgMLST,1386,6.1.1.16,K01883,cysS,cysteine--tRNA ligase,697,3143,1,0,100%,0%,,,,
STMMW_06091,cgMLST,213,,K14761,ybcJ,ribosome-associated protein,121,3142,2,0,100%,0%,,,,
STMMW_06101,cgMLST,867,,K01491,folD,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase",464,3144,0,0,100%,0%,,,,
STMMW_06111,cgMLST,558,,K07345,fimA,Fimbriae-like adhesin SfmA,439,3103,19,22,99%,1%,,,,
STMMW_06121,cgMLST,534,,K07351,fimI,fimbrin-like protein FimI,445,3075,36,33,99%,1%,,,,
STMMW_06131,cgMLST,693,,K07346,fimC,Fimbrial periplasmic chaperone SfmC,492,3111,13,20,99%,0%,,,,
STMMW_06141,cgMLST,2613,,K07347,fimD,FimD,952,3068,45,31,99%,1%,,,,
STMMW_06151,cgMLST,1008,,K07350,fimH,Fimbriae-like adhesin SfmH,641,3077,29,38,99%,1%,,,,
STMMW_06161,cgMLST,519,,K07348,fimF,adhesin,398,3102,2,40,99%,0%,,,,
STMMW_06171,cgMLST,633,,K07688,fimZ,two-component system response regulator,315,3083,23,38,99%,1%,,,,
STMMW_06181,cgMLST,723,,K08088,fimY,regulator of fimbriae expression FimY,517,3089,21,34,99%,1%,,,,
STMMW_06201,cgMLST,597,,K08087,fimW,helix-turn-helix transcriptional regulator,473,3066,50,28,99%,2%,,,,
STMMW_06281,cgMLST,855,,,ykgD,Putative HTH-type transcriptional regulator YkgD,585,3125,15,4,100%,0%,,,,
STMMW_06291,cgMLST,1326,,,ykgC,pyridine nucleotide-disulfide oxidoreductase,716,3127,11,6,100%,0%,,,,
STMMW_06301,cgMLST,237,,,,hypothetical secreted protein,225,3139,3,2,100%,0%,,,,
STMMW_06311,cgMLST,561,,,ykgB,membrane protein,441,3136,6,2,100%,0%,,,,
STMMW_06321,cgMLST,1176,,,,Putative ATPase involved in DNA repair,642,3030,109,5,100%,3%,,,,
STMMW_06331,cgMLST,1395,,K11732,pheP,aromatic amino acid transporter,707,3129,11,4,100%,0%,,,,
STMMW_06341,cgMLST,1248,,K16053,ybdG,miniconductance mechanosensitive channel,661,3134,8,2,100%,0%,,,,
STMMW_06351,cgMLST,1971,,K12686,apeE,outer membrane esterase,905,3080,57,7,100%,2%,,,,
STMMW_06431,cgMLST,654,,K10679,nfnB,NAD(P)H nitroreductase,500,3120,21,3,100%,1%,,,,
STMMW_06441,cgMLST,369,,,ybdF,tetR family transcriptional regulator,325,3122,19,3,100%,1%,,,,
STMMW_06451,cgMLST,582,,,ramR,TetR family transcriptional regulator,322,3118,18,8,100%,1%,,,,
STMMW_06461,cgMLST,342,,K18325,ramA,transcriptional activator RamA,119,3095,43,6,100%,1%,,,,
STMMW_06472,cgMLST,249,,,ybdJ,Putative inner membrane protein,137,3138,2,4,100%,0%,,,,
STMMW_06481,cgMLST,1119,6.3.-.-,K06048,ybdK,carboxylate--amine ligase,672,3121,6,17,99%,0%,,,,
STMMW_06501,cgMLST,2256,,K19611,fepA,outer membrane receptor FepA,864,3129,10,5,100%,0%,,,,
STMMW_06511,cgMLST,1215,,K07214,fes,enterochelin esterase,700,3142,0,2,100%,0%,,,,
STMMW_06521,cgMLST,219,,,ybdZ,invasin,189,3142,0,2,100%,0%,,,,
STMMW_06531,cgMLST,3885,6.3.2.14,K02364,entF,enterobactin synthase subunit F,1102,3085,3,56,98%,0%,,,,
STMMW_06541,cgMLST,1137,,,fepE,LPS O-antigen length regulator,650,2981,162,1,100%,5%,,,,
STMMW_06551,cgMLST,795,3.6.3.34,K02013,fepC,ferric enterobactin transport ATP-binding protein FepC,493,3142,1,1,100%,0%,,,,
STMMW_06561,cgMLST,990,,K02015,fepG,iron-enterobactin transporter permease,627,3139,1,4,100%,0%,,,,
STMMW_06571,cgMLST,1008,,K02015,fepD,ferric anguibactin ABC transporter permease,650,3137,0,7,100%,0%,,,,
STMMW_06581,cgMLST,1245,,K08225,ybdA,enterobactin exporter EntS,707,3135,3,6,100%,0%,,,,
STMMW_06591,cgMLST,957,,K02016,fepB,Fe2+-enterobactin ABC transporter substrate-binding protein,636,3143,0,1,100%,0%,,,,
STMMW_06601,cgMLST,1176,5.4.4.2,K02361,entC,isochorismate synthase EntC,619,3138,3,3,100%,0%,,,,
STMMW_06611,cgMLST,1611,,K02363,entE,enterobactin synthase subunit E,796,3127,13,4,100%,0%,,,,
STMMW_06621,cgMLST,858,,K01252,entB,isochorismatase,566,3122,5,17,99%,0%,,,,
STMMW_06631,cgMLST,756,1.3.1.28,K00216,entA,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",562,3140,1,3,100%,0%,,,,
STMMW_06641,cgMLST,414,,,ybdB,thioesterase in enterobactin biosynthesis EntH,306,3140,3,1,100%,0%,,,,
STMMW_06651,cgMLST,2106,,K06200,cstAa,carbon starvation protein A,868,3118,18,8,100%,1%,,,,
STMMW_06671,cgMLST,1089,1.1.-.-,K08317,ybdH,oxidoreductase,658,3091,42,11,100%,1%,,,,
STMMW_06681,cgMLST,1161,2.6.1.-,K14287,ybdL,putative aminotransferase,687,3126,13,5,100%,0%,,,,
STMMW_06691,cgMLST,618,,,ybdM,transcriptional regulator,342,3128,15,1,100%,0%,,,,
STMMW_06701,cgMLST,1236,,,ybdN,phosphoadenosine phosphosulfate reductase,605,3025,116,3,100%,4%,,,,
STMMW_06721,cgMLST,747,,K03805,dsbG,disulfide isomerase/thiol-disulfide oxidase,467,3129,13,2,100%,0%,,,,
STMMW_06731,cgMLST,564,1.11.1.15,K03386,ahpC,alkyl hydroperoxide reductase subunit C,239,3141,2,1,100%,0%,,,,
STMMW_06741,cgMLST,1566,1.6.4.-,K03387,ahpF,alkyl hydroperoxide reductase subunit F,724,3136,0,8,100%,0%,,,,
STMMW_06791,cgMLST,429,,K11932,ybdQ,universal stress protein UspG,211,3142,1,1,100%,0%,,,,
STMMW_06801,cgMLST,1239,,,ybdR,glutathione-dependent formaldehyde dehydrogenase,749,3072,60,12,100%,2%,,,,
STMMW_06811,cgMLST,411,,K06140,rnk,nucleoside diphosphate kinase regulator,203,3137,0,7,100%,0%,,,,
STMMW_06821,cgMLST,807,3.1.27.6,K01169,rna,ribonuclease I precursor,633,3037,95,12,100%,3%,,,,
STMMW_06831,cgMLST,1464,,K09477,citT,anion permease,704,3121,8,15,100%,0%,,,,
STMMW_06841,cgMLST,897,2.4.2.52,K05966,citG,2-(5'-triphosphoribosyl)-3'-dephospho CoA synthase,576,3102,33,9,100%,1%,,,,
STMMW_06861,cgMLST,1530,2.8.3.10,K01643,citF,citrate lyase subunit alpha,796,3133,0,11,100%,0%,,,,
STMMW_06871,cgMLST,909,4.1.3.34,K01644,citE,citrate (pro-3S)-lyase subunit beta,531,3141,0,3,100%,0%,,,,
STMMW_06881,cgMLST,297,,K01646,citD,citrate lyase subunit gamma,133,3143,0,1,100%,0%,,,,
STMMW_06891,cgMLST,1077,6.2.1.22,K01910,citC,[citrate (pro-3S)-lyase] ligase,599,3032,110,2,100%,4%,,,,
STMMW_06901,cgMLST,1662,2.7.13.3,K07700,citA,sensor histidine kinase,743,2999,140,5,100%,4%,,,,
STMMW_06911,cgMLST,681,,K07702,citB,two-component response regulator DpiA,423,3135,7,2,100%,0%,,,,
STMMW_06921,cgMLST,1254,,K03326,dcuC,anaerobic C4-dicarboxylate transporter DcuC,686,3072,67,5,100%,2%,,,,
STMMW_06931,cgMLST,573,2.3.1.251,K12973,pagP,phospholipid:lipid A palmitoyltransferase,359,3108,31,5,100%,1%,,,,
STMMW_06951,cgMLST,384,,K06199,ccrB,putative fluoride ion transporter CrcB,180,3142,0,2,100%,0%,,,,
STMMW_06961,cgMLST,789,,,ybeM,Carbon-nitrogen hydrolase,512,3019,123,2,100%,4%,,,,
STMMW_06981,cgMLST,966,2.8.1.8,K03644,lipA,lipoyl synthase,465,3143,0,1,100%,0%,,,,
STMMW_06991,cgMLST,954,,,ybeF,LysR family transcriptional regulator,568,3120,22,2,100%,1%,,,,
STMMW_07001,cgMLST,576,2.3.1.181,K03801,lipB,lipoyl(octanoyl) transferase,297,3143,0,1,100%,0%,,,,
STMMW_07011,cgMLST,264,,K09158,ybeD,"Proposed lipoate regulatory protein YbeD, partial",53,3143,0,1,100%,0%,,,,
STMMW_07021,cgMLST,1212,3.4.16.4,K07258,dacA,D-alanyl-D-alanine carboxypeptidase DacA,560,3139,4,1,100%,0%,,,,
STMMW_07031,cgMLST,1146,,K03642,rlpA,"rare lipoprotein A, partial",760,3117,1,26,99%,0%,,,,
STMMW_07041,cgMLST,1113,,K05837,mrdB,cell wall shape-determining protein,527,3137,0,7,100%,0%,,,,
STMMW_07051,cgMLST,1902,,K05515,mrdA,penicillin-binding protein 2,738,3136,0,8,100%,0%,,,,
STMMW_07061,cgMLST,468,2.1.1.177,K00783,ybeA,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,205,3137,0,7,100%,0%,,,,
STMMW_07071,cgMLST,318,,K09710,ybeB,ribosome silencing factor RsfS,111,3136,1,7,100%,0%,,,,
STMMW_07101,cgMLST,642,2.7.7.18,K00969,nadD,DNA polymerase III subunit delta,410,3137,0,7,100%,0%,,,,
STMMW_07111,cgMLST,1032,2.7.7.7,K02340,holA,DNA polymerase III subunit delta,624,3126,0,18,99%,0%,,,,
STMMW_07121,cgMLST,591,,K03643,rlpB,rare lipoprotein B precursor,251,3135,2,7,100%,0%,,,,
STMMW_07131,cgMLST,2583,6.1.1.4,K01869,leuS,"Aminoacyl-tRNA synthetase, class Ia",863,3135,0,9,100%,0%,,,,
STMMW_07181,cgMLST,474,,,ybeL,Putative alpha helical protein,305,3135,1,8,100%,0%,,,,
STMMW_07261,cgMLST,936,3.2.-.-,K01250,rihA,pyrimidine-specific ribonucleoside hydrolase RihA,656,3079,53,12,100%,2%,,,,
STMMW_07281,cgMLST,675,,K10002,gltK,amino acid ABC transporter permease,385,3134,4,6,100%,0%,,,,
STMMW_07291,cgMLST,741,,K10003,gltJ,glutamate/aspartate ABC transporter permease GltJ,438,3071,40,33,99%,1%,,,,
STMMW_07301,cgMLST,927,,K10001,gltI,"ABC superfamily (bind_prot), glutamate/aspartate transporter",426,3131,8,5,100%,0%,,,,
STMMW_07311,cgMLST,1539,2.3.1.-,K03820,lnt,apolipoprotein N-acyltransferase,727,3136,1,7,100%,0%,,,,
STMMW_07321,cgMLST,879,,K06189,ybeX,cobalt transporter,426,3136,3,5,100%,0%,,,,
STMMW_07351,cgMLST,1425,2.8.4.3,K06168,miaB,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,643,3138,1,5,100%,0%,,,,
STMMW_07361,cgMLST,1176,1.14.13.-,K03184,ubiF,"Putative 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",724,3136,0,8,100%,0%,,,,
STMMW_07381,cgMLST,1665,6.3.5.4,K01953,asnB,asparagine synthase B,789,3139,2,3,100%,0%,,,,
STMMW_07391,cgMLST,753,,K02566,nagD,UMP phosphatase,441,3137,3,4,100%,0%,,,,
STMMW_07401,cgMLST,1221,,K02565,nagC,DNA-binding transcriptional dual regulator NagC,572,3140,1,3,100%,0%,,,,
STMMW_07411,cgMLST,1155,3.5.1.25,K01443,nagA,N-acetylglucosamine-6-phosphate deacetylase,573,3063,77,4,100%,2%,,,,
STMMW_07421,cgMLST,801,3.5.99.6,K02564,nagB,glucosamine-6-phosphate deaminase,380,3140,0,4,100%,0%,,,,
STMMW_07431,cgMLST,1953,,K02804,nagE,PTS N-acetyl glucosamine specific transporter subunits IIABC,811,3137,3,4,100%,0%,,,,
STMMW_07441,cgMLST,1668,6.1.1.18,K01886,glnS,glutamine--tRNA ligase,769,3130,1,13,100%,0%,,,,
STMMW_07451,cgMLST,1407,,,ybfM,chitoporin,677,3106,38,0,100%,1%,,,,
STMMW_07461,cgMLST,333,,,ybfN,putative lipoprotein YbfN,225,3139,5,0,100%,0%,,,,
