V1,n_syn,n_nonsyn
STMMW_14791_1,1109,3481
STMMW_14871_1,677,2023
STMMW_14642_1,87,291
STMMW_14641_1,145,503
STMMW_14431_1,374,1192
STMMW_14921_1,525,1419
STMMW_14661_1,728,2278
STMMW_14411_1,154,566
STMMW_14471_1,307,1016
STMMW_14591_1,812,2365
STMMW_14621_1,450,1296
STMMW_14831_1,246,744
STMMW_14451_1,627,2064
STMMW_14811_1,805,2300
STMMW_14551_1,1101,3417
STMMW_14761_1,247,761
STMMW_14571_1,547,1532
STMMW_14681_1,837,2691
STMMW_14511_1,430,1541
STMMW_14721_1,921,2985
STMMW_14701_1,999,3213
STMMW_14911_1,798,2649
STMMW_14931_1,617,2092
STMMW_14481_1,363,1041
STMMW_14521_1,865,2960
STMMW_14781_1,671,2164
STMMW_14421_1,637,2054
STMMW_14651_1,743,2380
STMMW_14401_1,411,1389
STMMW_14671_1,1053,3474
STMMW_14841_1,615,1851
STMMW_14461_1,169,542
STMMW_14611_1,404,1333
STMMW_14821_1,268,821
STMMW_14441_1,1463,4657
STMMW_14581_1,448,1415
STMMW_14631_1,339,984
STMMW_14801_1,1040,3127
STMMW_14771_1,1085,3064
STMMW_14541_1,438,1380
STMMW_14751_1,534,1662
STMMW_14561_1,447,1461
STMMW_14691_1,1153,3788
STMMW_14501_1,214,776
STMMW_14881_1,878,2785
STMMW_14711_1,657,2133
STMMW_14861_1,956,2806
STMMW_14901_1,1016,2854
STMMW_15321_1,717,2469
STMMW_15151_1,270,909
STMMW_14941_1,568,1565
STMMW_15111_1,535,1706
STMMW_15341_1,261,774
STMMW_15031_1,228,798
STMMW_15241_1,1007,3160
STMMW_15871_1,159,543
STMMW_15531_1,1383,4845
STMMW_15261_1,244,836
STMMW_15191_1,273,1032
STMMW_15851_1,361,1187
STMMW_15201_1,308,997
STMMW_15831_1,454,1544
STMMW_14991_1,1694,5632
STMMW_15221_1,919,2636
STMMW_15811_1,773,2413
STMMW_15541_1,1821,5766
STMMW_15591_1,145,503
STMMW_15601_1,97,335
STMMW_15621_1,677,2113
STMMW_15701_1,413,1324
STMMW_15091_1,143,469
STMMW_15051_1,824,2821
STMMW_15681_1,274,869
STMMW_14951_1,423,1422
STMMW_15331_1,297,936
STMMW_15561_1,550,1808
STMMW_15551_1,1266,4089
STMMW_15101_1,447,1614
STMMW_15371_1,1264,4145
STMMW_15121_1,1392,4737
STMMW_15351_1,435,1392
STMMW_15571_1,215,775
STMMW_15251_1,656,2125
STMMW_15861_1,352,998
STMMW_15041_1,255,726
STMMW_15211_1,486,1512
STMMW_15841_1,751,2462
STMMW_15021_1,361,1322
STMMW_15231_1,626,1993
STMMW_15821_1,1491,4872
STMMW_15791_1,1100,3382
STMMW_15001_1,220,707
STMMW_15581_1,305,991
STMMW_15611_1,1182,3912
STMMW_15771_1,576,1962
STMMW_15801_1,130,536
STMMW_15691_1,1162,3302
STMMW_15991_1,1362,4533
STMMW_16171_1,1123,3845
STMMW_16781_1,1092,3534
STMMW_16431_1,280,953
STMMW_16331_1,454,1535
STMMW_16451_1,215,685
STMMW_16131_1,546,1830
STMMW_16471_1,315,990
STMMW_16391_1,227,745
STMMW_16511_1,1021,3101
STMMW_16571_1,646,2198
STMMW_16501_1,621,2187
STMMW_16551_1,381,1167
STMMW_16761_1,714,2184
STMMW_16841_1,153,522
STMMW_16041_1,757,2285
STMMW_16591_1,699,2397
STMMW_16061_1,355,1265
STMMW_16801_1,976,3236
STMMW_16021_1,474,1533
STMMW_16341_1,370,1223
STMMW_16611_1,495,1566
STMMW_16401_1,125,451
STMMW_15981_1,153,540
STMMW_16181_1,1092,3435
STMMW_16361_1,2723,8986
STMMW_16791_1,771,2415
STMMW_16421_1,687,2283
STMMW_16441_1,112,356
STMMW_16461_1,2532,8043
STMMW_16481_1,245,772
STMMW_16521_1,693,2259
STMMW_15881_1,982,2978
STMMW_16751_1,549,1638
STMMW_16561_1,539,1846
STMMW_16771_1,365,1156
STMMW_15901_1,1553,4882
STMMW_16541_1,387,1305
STMMW_16851_1,437,1570
STMMW_16051_1,690,2253
STMMW_16581_1,184,581
STMMW_16871_1,1171,3779
STMMW_16831_1,274,806
STMMW_16601_1,413,1396
STMMW_16351_1,591,1812
STMMW_16031_1,409,1382
STMMW_16371_1,447,1371
STMMW_15921_1,1044,3294
STMMW_16411_1,1917,5994
STMMW_17221_1,609,1812
STMMW_17201_1,967,3110
STMMW_17081_1,701,2224
STMMW_17321_1,553,1634
STMMW_16911_1,578,1843
STMMW_16881_1,597,1788
STMMW_17131_1,540,1746
STMMW_17391_1,660,2067
STMMW_17331_1,223,668
STMMW_17041_1,244,683
STMMW_17111_1,168,588
STMMW_16991_1,1406,4543
STMMW_16992_1,128,412
STMMW_16891_1,714,1959
STMMW_17171_1,632,2014
STMMW_17101_1,1781,6013
STMMW_17151_1,659,1969
STMMW_17071_1,1954,6074
STMMW_17051_1,546,1749
STMMW_17191_1,1194,3594
STMMW_17291_1,569,1663
STMMW_17072_1,87,300
STMMW_17281_1,282,933
STMMW_17251_1,313,1208
STMMW_17031_1,741,2607
STMMW_17341_1,1019,3364
STMMW_17401_1,685,2078
STMMW_16961_1,578,1789
STMMW_17211_1,853,2729
STMMW_17271_1,447,1470
STMMW_17011_1,227,754
STMMW_17351_1,207,783
STMMW_16921_1,495,1629
STMMW_16901_1,691,2288
STMMW_17001_1,529,1730
STMMW_17381_1,722,2302
STMMW_17121_1,731,2410
STMMW_17141_1,414,1359
STMMW_17161_1,441,1422
STMMW_16981_1,1363,4442
STMMW_17371_1,730,2285
STMMW_17361_1,553,1796
STMMW_17301_1,376,1244
STMMW_17181_1,1152,3537
STMMW_17021_1,555,1659
STMMW_17061_1,424,1349
STMMW_17261_1,622,2015
STMMW_17002_1,170,487
STMMW_17241_1,325,1187
STMMW_17311_1,296,910
STMMW_17471_1,627,2100
STMMW_17781_1,781,2576
STMMW_17651_1,539,1891
STMMW_17591_1,458,1495
STMMW_17411_1,1161,4086
STMMW_17621_1,127,566
STMMW_17601_1,954,3321
STMMW_17461_1,276,966
STMMW_17451_1,420,1434
STMMW_17661_1,298,872
STMMW_17641_1,604,1961
STMMW_17921_1,670,2075
STMMW_17561_1,2544,8688
STMMW_17901_1,538,1667
STMMW_17681_1,753,2496
STMMW_17541_1,502,1631
STMMW_17961_1,960,3639
STMMW_17941_1,788,2425
STMMW_17881_1,1197,3942
STMMW_17501_1,298,1079
STMMW_17711_1,629,1927
STMMW_17481_1,721,2321
STMMW_17731_1,1322,3664
STMMW_17861_1,66,204
STMMW_17751_1,438,1389
STMMW_17801_1,508,1688
STMMW_17581_1,1259,4132
STMMW_17821_1,297,918
STMMW_17791_1,1206,4176
STMMW_17631_1,821,2482
STMMW_17611_1,260,802
STMMW_17431_1,469,1475
STMMW_17671_1,608,1894
STMMW_17931_1,1323,3879
STMMW_17691_1,916,2855
STMMW_17571_1,1052,3142
STMMW_17911_1,416,1420
STMMW_17551_1,1014,3594
STMMW_17891_1,204,561
STMMW_17531_1,492,1542
STMMW_17951_1,947,2950
STMMW_17511_1,595,1934
STMMW_17701_1,419,1453
STMMW_17491_1,644,2074
STMMW_17721_1,708,2136
STMMW_17871_1,961,3017
STMMW_17741_1,190,647
STMMW_17811_1,438,1353
STMMW_17761_1,775,2501
STMMW_17831_1,635,1912
STMMW_18311_1,557,1819
STMMW_18191_1,1247,3865
STMMW_17981_1,1138,3497
STMMW_18281_1,1261,3977
STMMW_18021_1,91,323
STMMW_18001_1,220,806
STMMW_18241_1,650,1933
STMMW_18061_1,513,1611
STMMW_18261_1,423,1278
STMMW_18041_1,467,1513
STMMW_18431_1,115,380
STMMW_18221_1,692,2215
STMMW_18081_1,176,625
STMMW_18141_1,236,799
STMMW_18411_1,116,460
STMMW_18381_1,1950,5952
STMMW_18161_1,971,3124
STMMW_18101_1,1212,3846
STMMW_18341_1,1429,4718
STMMW_18121_1,518,1570
STMMW_18321_1,1091,3031
STMMW_18301_1,177,543
STMMW_18361_1,424,1331
STMMW_18181_1,959,3136
STMMW_18551_1,655,1973
STMMW_17991_1,375,1218
STMMW_18294_1,90,342
STMMW_18292_1,94,338
STMMW_18293_1,203,661
STMMW_18031_1,282,1104
STMMW_18011_1,111,411
STMMW_18251_1,316,1061
STMMW_18071_1,601,1838
STMMW_18441_1,472,1697
STMMW_18271_1,568,1862
STMMW_18051_1,210,789
STMMW_17971_1,510,1650
STMMW_18421_1,438,1515
STMMW_18211_1,207,801
STMMW_18401_1,156,564
STMMW_18151_1,114,426
STMMW_18231_1,620,1783
STMMW_18091_1,794,2590
STMMW_18391_1,1032,3288
STMMW_18171_1,436,1301
STMMW_18371_1,923,2929
STMMW_18111_1,422,1324
STMMW_18351_1,490,1571
STMMW_18131_1,1390,4343
STMMW_18331_1,627,2019
STMMW_18671_1,1010,3418
STMMW_18871_1,269,919
STMMW_18691_1,1078,3251
STMMW_18991_1,259,911
STMMW_18731_1,595,1826
STMMW_19101_1,291,996
STMMW_18851_1,401,1300
STMMW_18711_1,955,3005
STMMW_19121_1,582,1830
STMMW_18951_1,306,873
STMMW_19141_1,338,1174
STMMW_19081_1,235,818
STMMW_18971_1,839,2617
STMMW_18751_1,694,2096
STMMW_18561_1,284,841
STMMW_18911_1,396,1314
STMMW_19001_1,754,2396
STMMW_19061_1,585,1908
STMMW_18881_1,515,1717
STMMW_19041_1,1448,4600
STMMW_18601_1,1399,4757
STMMW_18591_1,480,1617
STMMW_18621_1,239,823
STMMW_18821_1,520,1703
STMMW_18641_1,884,2653
STMMW_18661_1,1338,4098
STMMW_18681_1,610,2000
STMMW_18841_1,1267,4052
STMMW_18981_1,440,1495
STMMW_18721_1,680,2326
STMMW_19111_1,996,3270
STMMW_19131_1,422,1252
STMMW_18941_1,753,2667
STMMW_18761_1,452,1384
STMMW_18571_1,169,524
STMMW_18961_1,1565,4672
STMMW_18741_1,622,1736
STMMW_18901_1,542,1699
STMMW_19031_1,378,1134
STMMW_18921_1,1216,3986
STMMW_19011_1,615,1986
STMMW_19071_1,389,1366
STMMW_19051_1,641,2149
STMMW_18891_1,678,2238
STMMW_18611_1,477,1503
STMMW_18581_1,468,1503
STMMW_18631_1,189,684
STMMW_18831_1,306,1053
STMMW_18651_1,493,1433
STMMW_18811_1,380,1186
STMMW_19331_1,580,1823
STMMW_19471_1,267,894
STMMW_19641_1,142,542
STMMW_19311_1,494,1513
STMMW_19451_1,930,2868
STMMW_19661_1,1220,3919
STMMW_19591_1,544,1670
STMMW_19431_1,948,3507
STMMW_19601_1,202,608
STMMW_19411_1,268,956
STMMW_19621_1,400,1472
STMMW_19201_1,443,1555
STMMW_19161_1,252,756
STMMW_19241_1,384,1263
STMMW_19491_1,1223,3826
STMMW_19261_1,452,1519
STMMW_19281_1,141,534
STMMW_19541_1,917,2737
STMMW_19561_1,720,2295
STMMW_19711_1,986,3307
STMMW_19501_1,718,2270
STMMW_19191_1,969,2667
STMMW_19341_1,347,1309
STMMW_19691_1,723,2040
STMMW_19521_1,1068,3045
STMMW_19751_1,139,500
STMMW_19321_1,755,2206
STMMW_19651_1,572,1876
STMMW_19461_1,162,540
STMMW_19671_1,165,573
STMMW_19581_1,293,841
STMMW_19611_1,591,1794
STMMW_19421_1,265,842
STMMW_19401_1,977,3235
STMMW_19211_1,219,762
STMMW_19171_1,308,1186
STMMW_19251_1,1308,4191
STMMW_19481_1,216,729
STMMW_19291_1,472,1697
STMMW_19721_1,489,1599
STMMW_19551_1,358,1046
STMMW_19701_1,320,1093
STMMW_19571_1,304,938
STMMW_19181_1,163,557
STMMW_19511_1,511,1676
STMMW_19681_1,701,2035
STMMW_19351_1,516,1644
STMMW_19531_1,269,1063
STMMW_20921_1,797,2722
STMMW_21521_1,1314,4257
STMMW_20411_1,1068,3297
STMMW_21091_1,428,1408
STMMW_21111_1,778,2723
STMMW_20981_1,981,3312
STMMW_21581_1,918,2808
STMMW_21301_1,985,3227
STMMW_21361_1,1029,3300
STMMW_21431_1,529,1712
STMMW_21341_1,989,3196
STMMW_21031_1,995,2920
STMMW_21471_1,547,1982
STMMW_21041_1,789,2451
STMMW_20501_1,1105,3458
STMMW_21451_1,872,2782
STMMW_21021_1,650,2050
STMMW_21001_1,672,2073
STMMW_21551_1,2143,6830
STMMW_21491_1,323,1027
STMMW_20951_1,1605,5226
STMMW_21571_1,984,3075
STMMW_21511_1,1135,3608
STMMW_20911_1,297,1107
STMMW_21531_1,443,1303
STMMW_20931_1,570,1725
STMMW_21081_1,551,1780
STMMW_21591_1,2381,6988
STMMW_21331_1,1108,3329
STMMW_21101_1,703,2249
STMMW_20991_1,1019,3076
STMMW_21121_1,989,3232
STMMW_21371_1,903,2769
STMMW_21421_1,403,1262
STMMW_20351_1,522,1872
STMMW_21061_1,418,1364
STMMW_21071_1,576,1638
STMMW_21441_1,873,2772
STMMW_20891_1,205,803
STMMW_21051_1,716,2488
STMMW_21601_1,2343,6900
STMMW_21481_1,1550,4930
STMMW_20941_1,385,1352
STMMW_21541_1,419,1507
STMMW_21011_1,609,1866
STMMW_21561_1,656,1954
STMMW_20901_1,784,2393
STMMW_21501_1,735,2433
STMMW_22261_1,572,2002
STMMW_21741_1,752,2263
STMMW_22241_1,854,2575
STMMW_21721_1,747,2412
STMMW_22011_1,438,1326
STMMW_22221_1,678,2319
STMMW_22031_1,543,1743
STMMW_22201_1,761,2272
STMMW_21851_1,794,2536
STMMW_22181_1,868,2858
STMMW_21921_1,510,1686
STMMW_22351_1,577,1997
STMMW_21671_1,928,3158
STMMW_21901_1,496,1664
STMMW_22161_1,501,1659
STMMW_22311_1,1378,4598
STMMW_21631_1,520,1649
STMMW_21941_1,684,1854
STMMW_22141_1,545,1543
STMMW_21791_1,202,743
STMMW_22081_1,454,1481
STMMW_22331_1,646,1946
STMMW_21961_1,935,2575
STMMW_21861_1,1361,4741
STMMW_21771_1,607,1796
STMMW_21981_1,1622,5272
STMMW_21751_1,655,1928
STMMW_22041_1,1010,3301
STMMW_22251_1,472,1535
STMMW_21731_1,902,2914
STMMW_22061_1,678,2139
STMMW_22231_1,745,2324
STMMW_21711_1,664,2036
STMMW_22001_1,653,2074
STMMW_22021_1,468,1323
STMMW_22191_1,830,2878
STMMW_22341_1,799,2351
STMMW_21911_1,1240,3818
STMMW_22131_1,290,907
STMMW_21931_1,85,239
STMMW_21621_1,1034,3178
STMMW_21951_1,704,2140
STMMW_22091_1,485,1621
STMMW_22321_1,1066,3344
STMMW_21971_1,670,2084
STMMW_22151_1,641,2014
STMMW_21991_1,1205,3988
STMMW_21761_1,518,1723
STMMW_23011_1,1589,5269
STMMW_22381_1,836,2557
STMMW_23031_1,182,583
STMMW_22901_1,780,2406
STMMW_22961_1,1916,5995
STMMW_22941_1,451,1502
STMMW_22412_1,108,360
STMMW_23091_1,941,2839
STMMW_22771_1,489,1455
STMMW_22431_1,718,2243
STMMW_22451_1,396,1323
STMMW_22471_1,1216,4202
STMMW_22861_1,330,1146
STMMW_22491_1,764,2314
STMMW_22801_1,363,1446
STMMW_22371_1,615,1959
STMMW_22841_1,1702,5759
STMMW_22571_1,700,2324
STMMW_23041_1,886,2687
STMMW_22572_1,160,524
STMMW_22551_1,193,662
STMMW_22881_1,1211,3721
STMMW_23061_1,686,2527
STMMW_22531_1,506,1582
STMMW_23001_1,499,1688
STMMW_22511_1,238,797
STMMW_23021_1,744,2649
STMMW_22391_1,861,2685
STMMW_22931_1,1886,6124
STMMW_22911_1,752,2407
STMMW_23081_1,1217,3670
STMMW_22951_1,2012,6529
STMMW_22851_1,179,613
STMMW_23101_1,838,2735
STMMW_22441_1,511,1649
STMMW_22871_1,341,1144
STMMW_22461_1,1127,3544
STMMW_22811_1,306,1044
STMMW_22481_1,804,2481
STMMW_22831_1,518,1570
STMMW_22581_1,1216,4067
STMMW_22361_1,1334,3733
STMMW_23181_1,450,1494
STMMW_22541_1,1234,4049
STMMW_22891_1,476,1477
STMMW_23051_1,610,2027
STMMW_22521_1,865,2708
STMMW_23071_1,962,3115
STMMW_22501_1,1211,3559
STMMW_23241_1,664,2036
STMMW_23651_1,176,643
STMMW_23341_1,933,2955
STMMW_23342_1,221,697
STMMW_23611_1,1135,3428
STMMW_23401_1,1128,3462
STMMW_23421_1,432,1233
STMMW_23301_1,720,2169
STMMW_23441_1,697,2237
STMMW_23321_1,551,1726
STMMW_23581_1,323,1045
STMMW_23461_1,955,3059
STMMW_23701_1,471,1464
STMMW_23521_1,677,2140
STMMW_23291_1,1024,3080
STMMW_23191_1,286,992
STMMW_23501_1,327,1005
STMMW_23561_1,516,1518
STMMW_23231_1,1419,4530
STMMW_23541_1,390,1410
STMMW_23681_1,375,1290
STMMW_23211_1,840,2634
STMMW_23661_1,302,1030
STMMW_23271_1,289,845
STMMW_23491_1,452,1537
STMMW_23641_1,1074,3102
STMMW_23391_1,1009,2825
STMMW_23251_1,1174,3767
STMMW_23351_1,319,1067
STMMW_23621_1,671,2191
STMMW_23601_1,1617,4818
STMMW_23411_1,1408,4118
STMMW_23412_1,231,678
STMMW_23311_1,581,1993
STMMW_23431_1,366,1263
STMMW_23331_1,1233,3780
STMMW_23591_1,869,2740
STMMW_23451_1,1912,6287
STMMW_23471_1,335,1168
STMMW_23531_1,829,2816
STMMW_23281_1,165,609
STMMW_23361_1,685,2069
STMMW_23571_1,311,1174
STMMW_23551_1,1382,4099
STMMW_23221_1,696,2256
STMMW_23201_1,418,1400
STMMW_23691_1,402,1254
STMMW_23261_1,263,745
STMMW_23481_1,1241,4168
STMMW_23671_1,727,2333
STMMW_24041_1,608,1822
STMMW_23891_1,491,1489
STMMW_24321_1,951,2775
STMMW_24301_1,706,2291
STMMW_23851_1,355,1112
STMMW_24111_1,1027,2906
STMMW_23871_1,945,2862
STMMW_24331_1,885,2724
STMMW_24131_1,910,3032
STMMW_23811_1,1003,3263
STMMW_23721_1,674,2008
STMMW_24091_1,352,1106
STMMW_24151_1,625,2201
STMMW_23831_1,978,3306
STMMW_23741_1,535,1589
STMMW_23761_1,550,1799
STMMW_24231_1,169,560
STMMW_24031_1,345,1302
STMMW_23781_1,431,1279
STMMW_24251_1,871,2846
STMMW_24271_1,695,2203
STMMW_23931_1,751,2255
STMMW_24291_1,1213,3746
STMMW_23911_1,736,2306
STMMW_24051_1,579,1896
STMMW_23881_1,649,2096
STMMW_23841_1,1049,3505
STMMW_24311_1,211,770
STMMW_24101_1,1573,4871
STMMW_23861_1,514,1511
STMMW_23711_1,447,1497
STMMW_24121_1,194,661
STMMW_23801_1,786,2526
STMMW_23731_1,534,1797
STMMW_24141_1,521,1747
STMMW_23821_1,926,3268
STMMW_23751_1,531,1530
STMMW_24081_1,369,1287
STMMW_24071_1,645,2154
STMMW_24161_1,603,2214
STMMW_23791_1,1021,3200
STMMW_24021_1,180,648
STMMW_24241_1,638,2125
STMMW_24242_1,45,171
STMMW_23941_1,970,2567
STMMW_24261_1,103,338
STMMW_23921_1,869,2542
STMMW_24061_1,794,2464
STMMW_24281_1,992,2716
STMMW_23901_1,581,1858
STMMW_24541_1,635,1966
STMMW_24731_1,734,2425
STMMW_24951_1,755,2377
STMMW_24971_1,890,3007
STMMW_24361_1,265,914
STMMW_24501_1,187,587
STMMW_24771_1,956,3130
STMMW_24341_1,1557,5013
STMMW_24691_1,633,1977
STMMW_24521_1,360,1170
STMMW_24831_1,213,687
STMMW_24751_1,510,1470
STMMW_24651_1,625,2075
STMMW_24871_1,476,1594
STMMW_24461_1,1523,4525
STMMW_24671_1,345,1005
STMMW_24851_1,776,2275
STMMW_24611_1,644,1984
STMMW_24631_1,699,2352
STMMW_24891_1,244,764
STMMW_24781_1,1108,3104
STMMW_24441_1,754,2243
STMMW_24481_1,536,1750
STMMW_24921_1,658,2195
STMMW_24941_1,149,544
STMMW_24551_1,986,2893
STMMW_24961_1,398,1330
STMMW_24761_1,678,2013
STMMW_24371_1,948,3300
STMMW_24511_1,1226,3958
STMMW_24741_1,379,1106
STMMW_24681_1,285,993
STMMW_24351_1,254,835
STMMW_24531_1,166,554
STMMW_24821_1,1059,3153
STMMW_24801_1,911,2653
STMMW_24471_1,706,2408
STMMW_24641_1,581,1795
STMMW_24861_1,590,1822
STMMW_24451_1,161,523
STMMW_24661_1,398,1330
STMMW_24591_1,671,2065
STMMW_24841_1,220,653
STMMW_24431_1,693,2088
STMMW_24601_1,822,2472
STMMW_24621_1,658,1844
STMMW_24881_1,326,1114
STMMW_24791_1,905,2776
STMMW_24491_1,717,2199
STMMW_24911_1,1632,5208
STMMW_25141_1,1011,2859
STMMW_25411_1,756,2259
STMMW_25601_1,853,2792
STMMW_25161_1,768,2346
STMMW_25591_1,251,910
STMMW_25621_1,528,1668
STMMW_25361_1,1059,3360
STMMW_25101_1,834,2433
STMMW_24991_1,1205,3898
STMMW_25121_1,264,816
STMMW_25181_1,1418,4783
STMMW_25531_1,922,2930
STMMW_25381_1,420,1443
STMMW_25551_1,226,782
STMMW_25571_1,343,1205
STMMW_25031_1,1528,4529
STMMW_25011_1,238,833
STMMW_25461_1,426,1464
STMMW_25071_1,641,1996
STMMW_25441_1,638,1954
STMMW_25271_1,1112,3622
STMMW_25051_1,481,1661
STMMW_25421_1,799,2702
STMMW_25211_1,67,347
STMMW_25401_1,816,2541
STMMW_25151_1,455,1426
STMMW_25231_1,131,445
STMMW_25091_1,292,1121
STMMW_25391_1,928,2897
STMMW_25171_1,455,1462
STMMW_25611_1,375,1110
STMMW_25371_1,867,2670
STMMW_25111_1,1036,3356
STMMW_24981_1,1391,4495
STMMW_25581_1,228,744
STMMW_25351_1,141,525
STMMW_25131_1,524,1654
STMMW_25481_1,1766,5182
STMMW_25191_1,1072,3554
STMMW_25501_1,611,1918
STMMW_25521_1,545,1813
STMMW_25541_1,125,478
STMMW_25281_1,1111,3290
STMMW_25021_1,804,2580
STMMW_25061_1,748,2357
STMMW_25022_1,118,485
STMMW_25041_1,595,1997
STMMW_25201_1,1539,5103
STMMW_25431_1,314,982
STMMW_25081_1,403,1316
STMMW_26771_1,524,1672
STMMW_26801_1,219,798
STMMW_26711_1,1928,6055
STMMW_25821_1,2809,8855
STMMW_26731_1,213,759
STMMW_26591_1,436,1517
STMMW_26691_1,278,982
STMMW_25801_1,562,1733
STMMW_25661_1,571,1886
STMMW_26671_1,494,1576
STMMW_25861_1,1059,3027
STMMW_25681_1,761,2200
STMMW_25841_1,407,1249
STMMW_25981_1,689,2236
STMMW_25721_1,883,2879
STMMW_26611_1,1152,3717
STMMW_25701_1,920,2914
STMMW_25941_1,542,1654
STMMW_25761_1,1395,4851
STMMW_25961_1,621,2097
STMMW_25741_1,1065,3570
STMMW_25921_1,146,637
STMMW_26781_1,688,2255
STMMW_26741_1,960,2946
STMMW_26761_1,1849,5873
STMMW_26721_1,934,3134
STMMW_26581_1,683,2188
STMMW_25631_1,585,1827
STMMW_25831_1,1080,3555
STMMW_25651_1,670,2462
STMMW_26681_1,731,2383
STMMW_25811_1,1018,3311
STMMW_25671_1,714,2328
STMMW_25871_1,698,1984
STMMW_25691_1,429,1488
STMMW_25991_1,1265,4135
STMMW_25731_1,814,2759
STMMW_25851_1,450,1458
STMMW_26621_1,522,1692
STMMW_25711_1,878,2542
STMMW_25951_1,541,1646
STMMW_26601_1,407,1321
STMMW_25971_1,472,1571
STMMW_25751_1,989,3007
STMMW_25931_1,276,867
STMMW_26791_1,499,1715
STMMW_25881_1,628,1919
STMMW_26751_1,282,1086
STMMW_26571_1,366,1074
STMMW_27601_1,1042,3161
STMMW_26821_1,610,2117
STMMW_27441_1,1507,5036
STMMW_27661_1,256,950
STMMW_26841_1,748,2465
STMMW_27641_1,210,690
STMMW_27421_1,972,2763
STMMW_26881_1,552,1752
STMMW_27681_1,246,807
STMMW_27741_1,1506,4929
STMMW_27001_1,218,655
STMMW_26981_1,1162,3824
STMMW_27581_1,1050,3297
STMMW_27021_1,332,1117
STMMW_27561_1,668,2293
STMMW_27041_1,1002,3228
STMMW_27651_1,394,1190
STMMW_27541_1,324,981
STMMW_27721_1,165,573
STMMW_27061_1,875,2617
STMMW_26921_1,589,1787
STMMW_27521_1,504,1521
STMMW_26901_1,180,567
STMMW_27501_1,745,2297
STMMW_26811_1,831,2652
STMMW_27631_1,112,365
STMMW_26831_1,767,2437
STMMW_26851_1,364,1193
STMMW_27671_1,317,1033
STMMW_26871_1,249,795
STMMW_27652_1,121,419
STMMW_27411_1,2844,8118
STMMW_26891_1,361,1286
STMMW_27751_1,626,2254
STMMW_27431_1,645,2163
STMMW_27691_1,234,783
STMMW_27591_1,941,2911
STMMW_26991_1,244,773
STMMW_27571_1,943,2864
STMMW_26971_1,624,2013
STMMW_27551_1,1168,3377
STMMW_27731_1,295,938
STMMW_27051_1,1609,4934
STMMW_27531_1,687,2247
STMMW_26861_1,887,2776
STMMW_26931_1,862,2738
STMMW_27511_1,1067,3181
STMMW_27481_1,605,2185
STMMW_27621_1,292,1058
STMMW_27811_1,846,2673
STMMW_27991_1,536,1786
STMMW_27851_1,1093,3578
STMMW_28091_1,565,1739
STMMW_27931_1,747,2493
STMMW_28141_1,433,1394
STMMW_28071_1,316,1097
STMMW_27911_1,752,2434
STMMW_28161_1,237,834
STMMW_27761_1,838,2771
STMMW_27971_1,551,1789
STMMW_28101_1,361,1268
STMMW_27951_1,769,2147
STMMW_28121_1,724,2048
STMMW_28301_1,298,1061
STMMW_27881_1,134,424
STMMW_28251_1,662,1921
STMMW_28181_1,188,631
STMMW_27781_1,662,2326
STMMW_28211_1,1481,4756
STMMW_28021_1,945,3375
STMMW_27801_1,344,1249
STMMW_27821_1,1148,3469
STMMW_27841_1,339,1209
STMMW_27981_1,271,809
STMMW_28291_1,548,2116
STMMW_27861_1,318,960
STMMW_28031_1,814,2588
STMMW_28081_1,263,970
STMMW_27921_1,363,1131
STMMW_28151_1,294,1092
STMMW_27771_1,840,2355
STMMW_27871_1,419,1282
STMMW_27901_1,324,1179
STMMW_28171_1,628,1991
STMMW_27961_1,264,825
STMMW_28111_1,1202,3928
STMMW_28231_1,651,2103
STMMW_27941_1,407,1285
STMMW_28281_1,525,1743
STMMW_28131_1,1461,4020
STMMW_28011_1,1169,3394
STMMW_27891_1,1861,6032
STMMW_28241_1,610,1856
STMMW_27791_1,957,2598
STMMW_28051_1,385,1253
STMMW_28261_1,658,1889
STMMW_28191_1,795,2571
STMMW_28201_1,741,2166
STMMW_28221_1,221,814
STMMW_28591_1,752,2605
STMMW_28601_1,1167,3900
STMMW_28741_1,939,2688
STMMW_28621_1,273,1059
STMMW_28721_1,1843,5735
STMMW_28981_1,596,2131
STMMW_28511_1,194,589
STMMW_28531_1,658,2078
STMMW_28331_1,522,1755
STMMW_28941_1,221,715
STMMW_28491_1,725,2488
STMMW_28551_1,270,1062
STMMW_28961_1,443,1375
STMMW_28571_1,268,956
STMMW_28371_1,583,2207
STMMW_28751_1,698,2101
STMMW_28901_1,570,1716
STMMW_28921_1,352,1088
STMMW_28431_1,148,599
STMMW_28411_1,250,929
STMMW_28881_1,830,2572
STMMW_28471_1,1254,4092
STMMW_28861_1,157,554
STMMW_28451_1,701,2395
STMMW_28841_1,450,1332
STMMW_28821_1,567,1728
STMMW_28791_1,471,1446
STMMW_28611_1,439,1514
STMMW_28771_1,710,2143
STMMW_29081_1,587,2275
STMMW_28391_1,290,1159
STMMW_28381_1,1084,3902
STMMW_28501_1,579,1797
STMMW_28991_1,742,2399
STMMW_28321_1,411,1389
STMMW_28541_1,683,2350
STMMW_28481_1,303,1191
STMMW_28561_1,951,2937
STMMW_28361_1,799,2738
STMMW_28971_1,1052,3268
STMMW_28341_1,228,690
STMMW_28911_1,722,2428
STMMW_28931_1,533,1600
STMMW_28891_1,459,1422
STMMW_28871_1,706,2273
